,Venue,Venue_id,Category,Location.lat,Location.lng
2531,Shell,4b65ec0ef964a52082082be3,Gas Station,43.85665670605055,-79.30528163909912
2532,Esso,4baba429f964a520fabb3ae3,Gas Station,43.722746514447074,-79.33895830284276
2533,Excellent Car Wash & Care Centre星皇汽車護理洗車中心,513cc96ae4b06a870749afaf,Car Wash,43.82012113295353,-79.33184337261223
2534,Dragon Car Wash,4e218e2988774a43b76a9d10,Car Wash,43.82348995413391,-79.30572461010443
2535,MExpress Auto Detailing,58ba6f9a1d21ba1e3b92ecde,Auto Workshop,43.82569,-79.358665
2536,AAA AUTO SPA MOBILE CAR DETAILING,57c5d5ce498ec95b54afa201,Car Wash,43.78059136684751,-79.48710322380066
2537,ECO GREEN AUTO SPA,544b10f0498eeacb33622918,Car Wash,43.80806843345028,-79.53738927841187
2538,Ecomobile Auto Spa,51eead7a498ea99f321f6e54,Car Wash,43.743056,-79.527732
2539,Professional Interior & Exterior Detailing,4fff05aee4b00c7849be0e7d,Car Wash,43.776852,-79.250694
2540,Star Steam,510be4dae4b0b0ec5e4f6a33,Car Wash,43.784163,-79.477228
2541,Robs Complete Car Care,4fd269d9e4b0b31b840a96c9,Car Wash,43.76318477450299,-79.27700589337387
2542,Superwash,52cda79211d2f946cc02518f,Car Wash,43.82248306274414,-79.32553100585938
2543,OP Carwash,4fa54edde4b09d4d4579d70b,Car Wash,43.71374314040043,-79.30630791914216
2544,Hybrid Auto Cleaning Service,50a508d3e4b0d190c5f1a474,Car Wash,43.771875,-79.262074
2545,Jet Kleen,4b4a0abbf964a520c37826e3,Car Wash,43.7175938317509,-79.30539590991975
2546,Esso Touchless Car Wash,56633dfb498e22046a52543b,Car Wash,43.72566,-79.314586
2547,Superwash,5dd35483b53c9a00088f25b8,Car Wash,43.860565,-79.435646
2548,Steeles Car Wash,4f511a4be4b00ad2ab11bbc1,Car Wash,43.78252753120094,-79.48640786410006
2549,Petro-Canada Car Wash,5b6f026ff193c0002cc8f3ae,Car Wash,43.844542,-79.40822
2550,ESSO Car Wash,4e0b8f7b52b1fe83d54e6531,Car Wash,43.851501753750654,-79.40784696706795
2551,Esso Carwash,4fb0ec32e4b084c29a0d1fab,Car Wash,43.780479,-79.444064
2552,Keele Carwash Coin-Op,4f8d01d46b742e3bfcf42afc,Car Wash,43.7059027564556,-79.47715759277344
2553,Petro-Canada Touchless Carwash,520fa63811d232287e513570,Car Wash,43.817413330078125,-79.33455657958984
2554,Esso,5bfb242d1c0b34002cfb0366,Gas Station,43.769731,-79.548212
2555,PetroCanada Car Wash,56e16e5a498ebcd3b86aed5c,Car Wash,43.72597697105767,-79.29756890764523
2556,Esso Touchless Car Wash,59dab5188a6f170c2fa1609f,Car Wash,43.798141,-79.419906
2557,Autobahn,51aa1c51498e35a6097d7089,Car Wash,43.822732,-79.48359
2558,Coin Op Car Wash,4d7d16fd5a396dcb65d781fb,Car Wash,43.70349107534574,-79.45147638779915
2559,Petro-Canada,4e2312721495f18f035e5e05,Gas Station,43.660205,-79.51294
2560,Petro-Canada,4d0cee3c257d6dcb5eed9867,Gas Station,43.719201,-79.603167
2561,Petro-Canada,4b928449f964a5200c0034e3,Gas Station,43.78979,-79.545822
2562,Petro-Canada,4bc20ef62a89ef3b9121f388,Gas Station,43.690516,-79.574127
2563,Petro-Canada,4cc89a5cd54fa1cdde933229,Gas Station,43.705891,-79.487841
2564,Petro-Pass Truck Stop,57f799f2498ecadc383b59c9,Gas Station,43.759525,-79.489949
2565,Petro-Canada,4d3b3fdf979ea1437db299fc,Gas Station,43.783622,-79.567984
2566,Canadian Tire Gas+,52476d1611d2f0c96383bca8,Gas Station,43.829821180837406,-79.53869819641113
2567,Mr Shine,517bd64b498e8b8341545f1c,Car Wash,43.76860601720719,-79.3862966772419
2568,Esso,4bda3aca3904a593a7ca459e,Gas Station,43.768180407754336,-79.46737834757252
2569,Canadian Tire Gas+,516499afe4b04a934b547361,Gas Station,43.74270475007968,-79.594644104551
2570,Canadian Tire Gas+,4e41d376d22d38bfd45cee64,Gas Station,43.77654451613014,-79.60489623292713
2571,0098 Optimum Car Care,56872f58498e36861fd7da29,Car Wash,43.7344798,-79.44647570000001
2572,Petro-Canada,4e3451c8a8092599edf8be1c,Gas Station,43.759759,-79.590726
2573,Petro-Canada,4e8673fcd66a9b178e91230e,Gas Station,43.790747,-79.626874
2574,Petro-Canada,4d222c352eb1f04d2e0dfec1,Gas Station,43.680812,-79.475829
2575,Popular Car Wash & Detailing - Free Vacuums,4ef5036b754ac34454590eb8,Car Wash,43.713492,-79.5824237
2576,Pro Auto Car Wash,4c4880d41ddec92836c6a032,Car Wash,43.822246,-79.395378
2577,AAA AUTO SPA MOBILE CAR DETAILING,57c5d5ce498ec95b54afa201,Car Wash,43.78059136684751,-79.48710322380066
2578,ECO GREEN AUTO SPA,544b10f0498eeacb33622918,Car Wash,43.80806843345028,-79.53738927841187
2579,Star Steam,510be4dae4b0b0ec5e4f6a33,Car Wash,43.784163,-79.477228
2580,Ecomobile Auto Spa,51eead7a498ea99f321f6e54,Car Wash,43.743056,-79.527732
2581,Rambo - The Car Cleaning Experts,4fc8f99ae4b032a186903686,Car Wash,43.755837,-79.437241
2582,Junction Car Wash,5c2150b3ee7120002cf9cc28,Car Wash,43.665367,-79.476261
2583,Steeles Car Wash,4f511a4be4b00ad2ab11bbc1,Car Wash,43.78252753120094,-79.48640786410006
2584,Coin Op Car Wash,4d7d16fd5a396dcb65d781fb,Car Wash,43.70349107534574,-79.45147638779915
2585,Esso Touchless Car Wash,582116b11dbf6c7a75f40fd7,Car Wash,43.82768,-79.552364
2586,Wilson Car Wash,4ee503af722ea7b945b6db2d,Automotive Shop,43.715880448264286,-79.52642617501108
2587,Esso Touchless Car Wash,59dab5188a6f170c2fa1609f,Car Wash,43.798141,-79.419906
2588,Esso Carwash,4fb0ec32e4b084c29a0d1fab,Car Wash,43.780479,-79.444064
2589,ESSO NEW Touchless Car Wash,4e21c2431838712abe7549a7,Car Wash,43.80943047659161,-79.4591460817044
2590,Rambo Car Care,57ded17bcd10fe734c50b69b,Car Wash,43.762402,-79.410942
2591,Autobahn,51aa1c51498e35a6097d7089,Car Wash,43.822732,-79.48359
2592,Davinci Detailing Depot,4f3a809ae4b026b7f744bd0f,Car Wash,43.684188703955236,-79.48328366894417
2593,Keele Carwash Coin-Op,4f8d01d46b742e3bfcf42afc,Car Wash,43.7059027564556,-79.47715759277344
2594,Esso,5bfb242d1c0b34002cfb0366,Gas Station,43.769731,-79.548212
2595,Jet Kleen Car Wash,4dbc450a4b222080d38d1dad,Automotive Shop,43.67207115275437,-79.46749630955917
2596,Martino Bros. Car Wash,535279d6498eef77e3b94f72,Car Wash,43.6656,-79.4838
2597,SuperWorks Car Wash,4c2b45412219c928df46a448,Car Wash,43.79271683595736,-79.4458280951307
2598,Petro-Canada,4e2312721495f18f035e5e05,Gas Station,43.660205,-79.51294
2599,Petro-Canada,4c361e9118e72d7fca4714f5,Gas Station,43.75795,-79.315187
2600,Petro-Canada,4b940518f964a520dc6134e3,Gas Station,43.800817,-79.296738
2601,Petro-Canada,4cc89a5cd54fa1cdde933229,Gas Station,43.705891,-79.487841
2602,Nanak Car Wash,4e6aba30091a37e2ddc64131,Car Wash,43.770153889272954,-79.36979036590805
2603,Petro-Canada,4d3f1dc83ec9a35df6916081,Gas Station,43.775024,-79.333001
2604,Canadian Tire Gas+,4db48b6f4df05e5aaae21a1f,Gas Station,43.77052621408672,-79.37312571119537
2605,Petro-Canada,4c1aab3ee9c4ef3bad7f45aa,Gas Station,43.819847,-79.326214
2606,Mr. Shine Car Wash,5a9392c448b04e6e4c60239b,Car Wash,43.687534,-79.30598
2607,Canadian Tire Gas+,4c34cbd6213c2d7f1419395d,Gas Station,43.71963763889704,-79.30481662180023
2608,Canadian Tire Gas+,4c4685ab19fde21ea3c70576,Gas Station,43.67283952465455,-79.387527707766
2609,Mr Shine,517bd64b498e8b8341545f1c,Car Wash,43.76860601720719,-79.3862966772419
2610,Esso,4baba429f964a520fabb3ae3,Gas Station,43.722746514447074,-79.33895830284276
2611,Esso,4c210f28ebe52d7ffa983178,Gas Station,43.6911309461129,-79.28799150210405
2612,Esso,4bda3aca3904a593a7ca459e,Gas Station,43.768180407754336,-79.46737834757252
2613,Excellent Car Wash & Care Centre星皇汽車護理洗車中心,513cc96ae4b06a870749afaf,Car Wash,43.82012113295353,-79.33184337261223
2614,Canadian Tire Gas+,4bf46bcde5eba593baa61f90,Gas Station,43.735243,-79.253597
2615,Petro-Canada,4d222c352eb1f04d2e0dfec1,Gas Station,43.680812,-79.475829
2616,MExpress Auto Detailing,58ba6f9a1d21ba1e3b92ecde,Auto Workshop,43.82569,-79.358665
2617,AAA AUTO SPA MOBILE CAR DETAILING,57c5d5ce498ec95b54afa201,Car Wash,43.78059136684751,-79.48710322380066
2618,Star Steam,510be4dae4b0b0ec5e4f6a33,Car Wash,43.784163,-79.477228
2619,Mr. Shine Express Carwash,52fa273d498ed082ca71ee30,Car Wash,43.65183639526367,-79.3823471069336
2620,Professional Interior & Exterior Detailing,4fff05aee4b00c7849be0e7d,Car Wash,43.776852,-79.250694
2621,Superwash,52cda79211d2f946cc02518f,Car Wash,43.82248306274414,-79.32553100585938
2622,SteamJet Auto Cleaning,50ad42d0e4b013e1bd4d3db8,Car Wash,43.64778705733645,-79.37802157124443
2623,Robs Complete Car Care,4fd269d9e4b0b31b840a96c9,Car Wash,43.76318477450299,-79.27700589337387
2624,Auto Groom (3rd Floor OMP Parking),4f3e52c1e4b0eebf130e4920,Car Wash,43.66974146549747,-79.37936873192209
2625,Hybrid Auto Cleaning Service,50a508d3e4b0d190c5f1a474,Car Wash,43.771875,-79.262074
2626,Jet Kleen,4b4a0abbf964a520c37826e3,Car Wash,43.7175938317509,-79.30539590991975
2627,Colonial car wash,4caf3dd439458cfabdbdf89f,Car Wash,43.73258796319562,-79.26909541468808
2628,Steeles Car Wash,4f511a4be4b00ad2ab11bbc1,Car Wash,43.78252753120094,-79.48640786410006
2629,Junction Car Wash,5c2150b3ee7120002cf9cc28,Car Wash,43.665367,-79.476261
2630,Shell,4f1c5e8fe4b064e65cf513f0,Gas Station,43.688015437548245,-79.2837529014047
2631,Big Wax Car Wash,4db2feb71e7248d135820b3d,Car Wash,43.65107412592739,-79.36303530270054
2632,Jet Kleen Car Wash,4dbc450a4b222080d38d1dad,Automotive Shop,43.67207115275437,-79.46749630955917
2633,Davinci Detailing Depot,4f3a809ae4b026b7f744bd0f,Car Wash,43.684188703955236,-79.48328366894417
2634,Rambo Car Care,57ded17bcd10fe734c50b69b,Car Wash,43.762402,-79.410942
2635,Esso Carwash,4fb0ec32e4b084c29a0d1fab,Car Wash,43.780479,-79.444064
2636,PetroCanada Car Wash,56e16e5a498ebcd3b86aed5c,Car Wash,43.72597697105767,-79.29756890764523
2637,Keele Carwash Coin-Op,4f8d01d46b742e3bfcf42afc,Car Wash,43.7059027564556,-79.47715759277344
2638,Cato's Auto Salon,52176f4b11d29f20100056b6,Car Wash,43.66999856149801,-79.39292722488099
2639,Esso Car Wash,51216e09e4b06dc366d29e30,Car Wash,43.654307701562175,-79.3377461774713
2640,Petro-Canada Touchless Carwash,520fa63811d232287e513570,Car Wash,43.817413330078125,-79.33455657958984
2641,Esso Touchless Car Wash,59dab5188a6f170c2fa1609f,Car Wash,43.798141,-79.419906
2642,Martino Bros. Car Wash,535279d6498eef77e3b94f72,Car Wash,43.6656,-79.4838
2643,Petro-Canada,4e2312721495f18f035e5e05,Gas Station,43.660205,-79.51294
2644,Petro-Canada,4cc89a5cd54fa1cdde933229,Gas Station,43.705891,-79.487841
2645,Canadian Tire Gas+,4db48b6f4df05e5aaae21a1f,Gas Station,43.77052621408672,-79.37312571119537
2646,Nanak Car Wash,4e6aba30091a37e2ddc64131,Car Wash,43.770153889272954,-79.36979036590805
2647,Petro-Canada,4c361e9118e72d7fca4714f5,Gas Station,43.75795,-79.315187
2648,Petro-Canada,4d3f1dc83ec9a35df6916081,Gas Station,43.775024,-79.333001
2649,Petro-Pass Truck Stop,57f799f2498ecadc383b59c9,Gas Station,43.759525,-79.489949
2650,Mr. Shine Car Wash,5a9392c448b04e6e4c60239b,Car Wash,43.687534,-79.30598
2651,Canadian Tire Gas+,4c34cbd6213c2d7f1419395d,Gas Station,43.71963763889704,-79.30481662180023
2652,Petro-Canada,4d1e0a25dd6a236aad1b2338,Gas Station,43.63635388508989,-79.47546326286736
2653,Canadian Tire Gas+,4c4685ab19fde21ea3c70576,Gas Station,43.67283952465455,-79.387527707766
2654,Mr Shine,517bd64b498e8b8341545f1c,Car Wash,43.76860601720719,-79.3862966772419
2655,Esso,4baba429f964a520fabb3ae3,Gas Station,43.722746514447074,-79.33895830284276
2656,Esso,4bda3aca3904a593a7ca459e,Gas Station,43.768180407754336,-79.46737834757252
2657,Petro-Canada,4d222c352eb1f04d2e0dfec1,Gas Station,43.680812,-79.475829
2658,MExpress Auto Detailing,58ba6f9a1d21ba1e3b92ecde,Auto Workshop,43.82569,-79.358665
2659,Circle K Carwash,5ad924cfc666666ab5c22510,Car Wash,43.775458,-79.347965
2660,AAA AUTO SPA MOBILE CAR DETAILING,57c5d5ce498ec95b54afa201,Car Wash,43.78059136684751,-79.48710322380066
2661,Auto Groom (3rd Floor OMP Parking),4f3e52c1e4b0eebf130e4920,Car Wash,43.66974146549747,-79.37936873192209
2662,OP Carwash,4fa54edde4b09d4d4579d70b,Car Wash,43.71374314040043,-79.30630791914216
2663,SteamJet Auto Cleaning,50ad42d0e4b013e1bd4d3db8,Car Wash,43.64778705733645,-79.37802157124443
2664,Ecomobile Auto Spa,51eead7a498ea99f321f6e54,Car Wash,43.743056,-79.527732
2665,Star Steam,510be4dae4b0b0ec5e4f6a33,Car Wash,43.784163,-79.477228
2666,Mr. Shine Express Carwash,52fa273d498ed082ca71ee30,Car Wash,43.65183639526367,-79.3823471069336
2667,Jet Kleen,4b4a0abbf964a520c37826e3,Car Wash,43.7175938317509,-79.30539590991975
2668,Junction Car Wash,5c2150b3ee7120002cf9cc28,Car Wash,43.665367,-79.476261
2669,Esso Touchless Car Wash,56633dfb498e22046a52543b,Car Wash,43.72566,-79.314586
2670,Steeles Car Wash,4f511a4be4b00ad2ab11bbc1,Car Wash,43.78252753120094,-79.48640786410006
2671,Big Wax Car Wash,4db2feb71e7248d135820b3d,Car Wash,43.65107412592739,-79.36303530270054
2672,Jet Kleen Car Wash,4dbc450a4b222080d38d1dad,Automotive Shop,43.67207115275437,-79.46749630955917
2673,ESSO NEW Touchless Car Wash,4e21c2431838712abe7549a7,Car Wash,43.80943047659161,-79.4591460817044
2674,Keele Carwash Coin-Op,4f8d01d46b742e3bfcf42afc,Car Wash,43.7059027564556,-79.47715759277344
2675,Rambo Car Care,57ded17bcd10fe734c50b69b,Car Wash,43.762402,-79.410942
2676,Davinci Detailing Depot,4f3a809ae4b026b7f744bd0f,Car Wash,43.684188703955236,-79.48328366894417
2677,Coin Op Car Wash,4d7d16fd5a396dcb65d781fb,Car Wash,43.70349107534574,-79.45147638779915
2678,Petro-Canada Car Wash,5a9cab07065ef5259c21d9d1,Car Wash,43.63616,-79.475334
2679,Cato's Auto Salon,52176f4b11d29f20100056b6,Car Wash,43.66999856149801,-79.39292722488099
2680,Esso Touchless Car Wash,59dab5188a6f170c2fa1609f,Car Wash,43.798141,-79.419906
2681,PetroCanada Car Wash,56e16e5a498ebcd3b86aed5c,Car Wash,43.72597697105767,-79.29756890764523
2682,Esso Car Wash,51216e09e4b06dc366d29e30,Car Wash,43.654307701562175,-79.3377461774713
2683,Esso Carwash,4fb0ec32e4b084c29a0d1fab,Car Wash,43.780479,-79.444064
2684,Martino Bros. Car Wash,535279d6498eef77e3b94f72,Car Wash,43.6656,-79.4838
2685,Martino Bros. Car Wash,535279d6498eef77e3b94f72,Car Wash,43.6656,-79.4838
2686,Petro-Canada,4e2312721495f18f035e5e05,Gas Station,43.660205,-79.51294
2687,Petro-Canada,4d0cee3c257d6dcb5eed9867,Gas Station,43.719201,-79.603167
2688,Petro-Canada,4cc89a5cd54fa1cdde933229,Gas Station,43.705891,-79.487841
2689,Canadian Tire Gas+,4c2a82ecbbc7e21eb4613582,Gas Station,43.61664701012986,-79.54554508751781
2690,Petro-Canada,4bc20ef62a89ef3b9121f388,Gas Station,43.690516,-79.574127
2691,Petro-Pass Truck Stop,57f799f2498ecadc383b59c9,Gas Station,43.759525,-79.489949
2692,Sparkle Kleen Car Wash,55a80bdd498ed75377125d41,Car Wash,43.632926,-79.543317
2693,Upscale Car Detailing Service,4ffef9438302e63b3273dd76,Car Wash,43.64529724280223,-79.56533874760432
2694,Popular Car Wash & Detailing - FREE VACUUMS,4e2ad147d22d3f83c887b668,Car Wash,43.619796753,-79.562225342
2695,Petro-Canada,4d1e0a25dd6a236aad1b2338,Gas Station,43.63635388508989,-79.47546326286736
2696,Canadian Tire Gas+,4c4685ab19fde21ea3c70576,Gas Station,43.67283952465455,-79.387527707766
2697,Shell Car Wash,5c054216b77c77002c09f3b0,Car Wash,43.622384,-79.603437
2698,Esso,4bda3aca3904a593a7ca459e,Gas Station,43.768180407754336,-79.46737834757252
2699,0098 Optimum Car Care,56872f58498e36861fd7da29,Car Wash,43.7344798,-79.44647570000001
2700,Petro-Canada,4d222c352eb1f04d2e0dfec1,Gas Station,43.680812,-79.475829
2701,Popular Car Wash & Detailing - Free Vacuums,4ef5036b754ac34454590eb8,Car Wash,43.713492,-79.5824237
2702,AAA AUTO SPA MOBILE CAR DETAILING,57c5d5ce498ec95b54afa201,Car Wash,43.78059136684751,-79.48710322380066
2703,Mr. Shine Express Carwash,52fa273d498ed082ca71ee30,Car Wash,43.65183639526367,-79.3823471069336
2704,Rambo - The Car Cleaning Experts,4fc8f99ae4b032a186903686,Car Wash,43.755837,-79.437241
2705,Ecomobile Auto Spa,51eead7a498ea99f321f6e54,Car Wash,43.743056,-79.527732
2706,Speedy Auto Service,4e56517ba809ca773dfe755e,Automotive Shop,43.63114627999663,-79.54612688068397
2707,Auto Groom (3rd Floor OMP Parking),4f3e52c1e4b0eebf130e4920,Car Wash,43.66974146549747,-79.37936873192209
2708,SteamJet Auto Cleaning,50ad42d0e4b013e1bd4d3db8,Car Wash,43.64778705733645,-79.37802157124443
2709,Nahwi Car Care,52bf4925498eada038b5640b,Car Wash,43.64301742643359,-79.37766965665584
2710,Valet Car Wash,51a3898c498e796163a60cf3,Car Wash,43.58897660073301,-79.5924717549748
2711,Junction Car Wash,5c2150b3ee7120002cf9cc28,Car Wash,43.665367,-79.476261
2712,Big Wax Car Wash,4db2feb71e7248d135820b3d,Car Wash,43.65107412592739,-79.36303530270054
2713,Keele Carwash Coin-Op,4f8d01d46b742e3bfcf42afc,Car Wash,43.7059027564556,-79.47715759277344
2714,Petro-Canada Car Wash,5a9cab07065ef5259c21d9d1,Car Wash,43.63616,-79.475334
2715,OLCO Queensway Carwash,4b5f6524f964a520d8b729e3,Car Wash,43.624258900077564,-79.5109224242214
2716,Greenage Car Wash,50e74f64e4b0531acf5b1715,Car Wash,43.6965441346506,-79.63124802988281
2717,Davinci Detailing Depot,4f3a809ae4b026b7f744bd0f,Car Wash,43.684188703955236,-79.48328366894417
2718,Wilson Car Wash,4ee503af722ea7b945b6db2d,Automotive Shop,43.715880448264286,-79.52642617501108
2719,Esso Touchless Car Wash,52ffa137498e9ccff8cb1526,Car Wash,43.62392584986219,-79.5156655639394
2720,Original Six Car Wash,4d56ddd6fb65236a88390bb4,Car Wash,43.60329569884899,-79.51892682188588
2721,24 Hrs. Car Wash,5341a406498e89a4e2f3c775,Car Wash,43.58659531155124,-79.54879978829246
2722,Petro Canada Car Wash,58cc148514fb41604232c278,Car Wash,43.61696,-79.54616
2723,Mississauga Kar Kare,4b51d59cf964a5204f5727e3,Automotive Shop,43.58872478168298,-79.59275153019107
2724,Coin Op Car Wash,4d7d16fd5a396dcb65d781fb,Car Wash,43.70349107534574,-79.45147638779915
2725,Esso Car Wash,51216e09e4b06dc366d29e30,Car Wash,43.654307701562175,-79.3377461774713
2726,Jet Kleen Car Wash,4dbc450a4b222080d38d1dad,Automotive Shop,43.67207115275437,-79.46749630955917
2727,Cato's Auto Salon,52176f4b11d29f20100056b6,Car Wash,43.66999856149801,-79.39292722488099
2728,Wilson Car Wash,4ee503af722ea7b945b6db2d,Automotive Shop,43.715880448264286,-79.52642617501108
2729,Petro-Canada,4d0cee3c257d6dcb5eed9867,Gas Station,43.719201,-79.603167
2730,Petro-Canada,4e2312721495f18f035e5e05,Gas Station,43.660205,-79.51294
2731,Petro-Canada,4bc20ef62a89ef3b9121f388,Gas Station,43.690516,-79.574127
2732,Petro-Canada,4b928449f964a5200c0034e3,Gas Station,43.78979,-79.545822
2733,Petro-Canada,4cc89a5cd54fa1cdde933229,Gas Station,43.705891,-79.487841
2734,Petro-Pass Truck Stop,57f799f2498ecadc383b59c9,Gas Station,43.759525,-79.489949
2735,Sparkle Kleen Car Wash,55a80bdd498ed75377125d41,Car Wash,43.632926,-79.543317
2736,Upscale Car Detailing Service,4ffef9438302e63b3273dd76,Car Wash,43.64529724280223,-79.56533874760432
2737,Canadian Tire Gas+,4c4685ab19fde21ea3c70576,Gas Station,43.67283952465455,-79.387527707766
2738,Petro-Canada,4d1e0a25dd6a236aad1b2338,Gas Station,43.63635388508989,-79.47546326286736
2739,Petro-Canada,4d3b3fdf979ea1437db299fc,Gas Station,43.783622,-79.567984
2740,Popular Car Wash & Detailing - FREE VACUUMS,4e2ad147d22d3f83c887b668,Car Wash,43.619796753,-79.562225342
2741,Shell Car Wash,5c054216b77c77002c09f3b0,Car Wash,43.622384,-79.603437
2742,Esso,4bda3aca3904a593a7ca459e,Gas Station,43.768180407754336,-79.46737834757252
2743,Canadian Tire Gas+,4e41d376d22d38bfd45cee64,Gas Station,43.77654451613014,-79.60489623292713
2744,Petro-Canada,4e3451c8a8092599edf8be1c,Gas Station,43.759759,-79.590726
2745,Canadian Tire Gas+,516499afe4b04a934b547361,Gas Station,43.74270475007968,-79.594644104551
2746,0098 Optimum Car Care,56872f58498e36861fd7da29,Car Wash,43.7344798,-79.44647570000001
2747,Petro-Canada,4d222c352eb1f04d2e0dfec1,Gas Station,43.680812,-79.475829
2748,Popular Car Wash & Detailing - Free Vacuums,4ef5036b754ac34454590eb8,Car Wash,43.713492,-79.5824237
2749,AAA AUTO SPA MOBILE CAR DETAILING,57c5d5ce498ec95b54afa201,Car Wash,43.78059136684751,-79.48710322380066
2750,Rambo - The Car Cleaning Experts,4fc8f99ae4b032a186903686,Car Wash,43.755837,-79.437241
2751,Star Steam,510be4dae4b0b0ec5e4f6a33,Car Wash,43.784163,-79.477228
2752,Ecomobile Auto Spa,51eead7a498ea99f321f6e54,Car Wash,43.743056,-79.527732
2753,Speedy Auto Service,4e56517ba809ca773dfe755e,Automotive Shop,43.63114627999663,-79.54612688068397
2754,Mr. Shine Express Carwash,52fa273d498ed082ca71ee30,Car Wash,43.65183639526367,-79.3823471069336
2755,Steeles Car Wash,4f511a4be4b00ad2ab11bbc1,Car Wash,43.78252753120094,-79.48640786410006
2756,Junction Car Wash,5c2150b3ee7120002cf9cc28,Car Wash,43.665367,-79.476261
2757,Cato's Auto Salon,52176f4b11d29f20100056b6,Car Wash,43.66999856149801,-79.39292722488099
2758,Esso Touchless Car Wash,52ffa137498e9ccff8cb1526,Car Wash,43.62392584986219,-79.5156655639394
2759,Esso,5bfb242d1c0b34002cfb0366,Gas Station,43.769731,-79.548212
2760,Keele Carwash Coin-Op,4f8d01d46b742e3bfcf42afc,Car Wash,43.7059027564556,-79.47715759277344
2761,Jet Kleen Car Wash,4dbc450a4b222080d38d1dad,Automotive Shop,43.67207115275437,-79.46749630955917
2762,Petro-Canada Car Wash,5a9cab07065ef5259c21d9d1,Car Wash,43.63616,-79.475334
2763,Esso Carwash,4fb0ec32e4b084c29a0d1fab,Car Wash,43.780479,-79.444064
2764,Petro Canada Car Wash,58cc148514fb41604232c278,Car Wash,43.61696,-79.54616
2765,OLCO Queensway Carwash,4b5f6524f964a520d8b729e3,Car Wash,43.624258900077564,-79.5109224242214
2766,Greenage Car Wash,50e74f64e4b0531acf5b1715,Car Wash,43.6965441346506,-79.63124802988281
2767,Davinci Detailing Depot,4f3a809ae4b026b7f744bd0f,Car Wash,43.684188703955236,-79.48328366894417
2768,Coin Op Car Wash,4d7d16fd5a396dcb65d781fb,Car Wash,43.70349107534574,-79.45147638779915
2769,Martino Bros. Car Wash,535279d6498eef77e3b94f72,Car Wash,43.6656,-79.4838
2770,SuperWorks Car Wash,4c2b45412219c928df46a448,Car Wash,43.79271683595736,-79.4458280951307
2771,Avenue Car & Truck Rentals,5162d00ae4b0d7d62e65c265,Car Wash,43.757928,-79.276076
2772,Petro-Canada,4ddb992bd4c009d3c58b7857,Gas Station,43.793968,-79.239585
2773,Canadian Tire Gas+,4db48b6f4df05e5aaae21a1f,Gas Station,43.77052621408672,-79.37312571119537
2774,Petro-Canada,4b9fa7def964a5201d3237e3,Gas Station,43.782892,-79.288497
2775,Petro-Canada,4c02cd35f56c2d7fe6fa1b66,Gas Station,43.725905,-79.296675
2776,Petro-Canada,4d3f1dc83ec9a35df6916081,Gas Station,43.775024,-79.333001
2777,Petro-Canada,4b940518f964a520dc6134e3,Gas Station,43.800817,-79.296738
2778,Petro-Canada,4c361e9118e72d7fca4714f5,Gas Station,43.75795,-79.315187
2779,Nanak Car Wash,4e6aba30091a37e2ddc64131,Car Wash,43.770153889272954,-79.36979036590805
2780,Petro-Canada,4c1aab3ee9c4ef3bad7f45aa,Gas Station,43.819847,-79.326214
2781,Mr. Shine Car Wash,5a9392c448b04e6e4c60239b,Car Wash,43.687534,-79.30598
2782,Canadian Tire Gas+,4c4229deff711b8d401f1305,Gas Station,43.852116,-79.255465
2783,Canadian Tire Gas+,4c34cbd6213c2d7f1419395d,Gas Station,43.71963763889704,-79.30481662180023
2784,Petro-Canada,4c3fb24ace54e21ee181081a,Gas Station,43.782135,-79.234784
2785,Canadian Tire Gas+,4edeb3d5b8f76b6e9cd76f27,Gas Station,43.78998337938359,-79.2596018621999
2786,Mr Shine,517bd64b498e8b8341545f1c,Car Wash,43.76860601720719,-79.3862966772419
2787,Esso,4baba429f964a520fabb3ae3,Gas Station,43.722746514447074,-79.33895830284276
2788,Shell,4b65ec0ef964a52082082be3,Gas Station,43.85665670605055,-79.30528163909912
2789,Esso,4c210f28ebe52d7ffa983178,Gas Station,43.6911309461129,-79.28799150210405
2790,Dragon Car Wash,4e218e2988774a43b76a9d10,Car Wash,43.82348995413391,-79.30572461010443
2791,Excellent Car Wash & Care Centre星皇汽車護理洗車中心,513cc96ae4b06a870749afaf,Car Wash,43.82012113295353,-79.33184337261223
2792,Canadian Tire Gas+,4bf46bcde5eba593baa61f90,Gas Station,43.735243,-79.253597
2793,MExpress Auto Detailing,58ba6f9a1d21ba1e3b92ecde,Auto Workshop,43.82569,-79.358665
2794,Esso,530b8afc498e31ec5d20597f,Gas Station,43.7312,-79.288
2795,Circle K Carwash,5ad924cfc666666ab5c22510,Car Wash,43.775458,-79.347965
2796,Professional Interior & Exterior Detailing,4fff05aee4b00c7849be0e7d,Car Wash,43.776852,-79.250694
2797,OP Carwash,4fa54edde4b09d4d4579d70b,Car Wash,43.71374314040043,-79.30630791914216
2798,Robs Complete Car Care,4fd269d9e4b0b31b840a96c9,Car Wash,43.76318477450299,-79.27700589337387
2799,Superwash,52cda79211d2f946cc02518f,Car Wash,43.82248306274414,-79.32553100585938
2800,Hybrid Auto Cleaning Service,50a508d3e4b0d190c5f1a474,Car Wash,43.771875,-79.262074
